,text,intent,arg,enType,value
12640,Videos of kids dressed up in superhero costumes,BROWSE,content_type,type_modifier,Videos
12641,Videos of kids dressed up in superhero costumes,BROWSE,topic,,kids dressed up in superhero costumes
12642,Netflix all free movies,BROWSE,content_type,type_modifier,movies
12643,Netflix all free movies,BROWSE,cost_modifier,cost_modifier,free
12644,Netflix all free movies,BROWSE,medium_name,ott_app,Netflix
12645,Netflix Korean movies,BROWSE,content_type,type_modifier,movies
12646,Netflix Korean movies,BROWSE,locale_modifier,genre,Korean
12647,Netflix Korean movies,BROWSE,medium_name,ott_app,Netflix
12648,Go to Jamaal Bryant sermon,BROWSE,genre_modifier,genre,sermon
12649,Go to Jamaal Bryant sermon,BROWSE,person_name,person,Jamaal Bryant
12650,Videos of grandma,BROWSE,program_name,movie,grandma
12651,Videos of grandma,BROWSE,content_type,type_modifier,Videos
12652,Videos of funny dogs and cats,BROWSE,topic,,funny dogs and cats
12653,Videos of funny dogs and cats,BROWSE,content_type,type_modifier,Videos
12654,Videos of dancing Roblox,BROWSE,topic,,dancing Roblox
12655,Videos of dancing Roblox,BROWSE,content_type,type_modifier,Videos
12656,Videos of The Flash are The City,BROWSE,program_name,seriesmaster,The Flash
12657,Videos of The Flash are The City,BROWSE,content_type,type_modifier,Videos
12658,Netflix Adam Sandler movies,BROWSE,content_type,type_modifier,movies
12659,Netflix Adam Sandler movies,BROWSE,person_name,person,Adam Sandler
12660,Netflix Adam Sandler movies,BROWSE,medium_name,ott_app,Netflix
12661,News of the kitchen on,BROWSE,program_name,seriesmaster,the kitchen
12662,News of the kitchen on,BROWSE,content_type,type_modifier,News
12663,British crime shows,BROWSE,locale_modifier,genre,British
12664,British crime shows,BROWSE,genre_modifier,genre,crime
12665,British crime shows,BROWSE,content_type,type_modifier,shows
12666,Free comedy,BROWSE,genre_modifier,genre,comedy
12667,Free comedy,BROWSE,cost_modifier,cost_modifier,Free
12668,Videos of ghost goats screaming,BROWSE,topic,,ghost goats screaming
12669,Videos of ghost goats screaming,BROWSE,content_type,type_modifier,Videos
12670,Videos of geometry Dash,BROWSE,topic,,geometry Dash
12671,Videos of geometry Dash,BROWSE,content_type,type_modifier,Videos
12672,PBS show about the Korean War at the battle of checking on,BROWSE,topic,,the Korean War at the battle of checking on
12673,PBS show about the Korean War at the battle of checking on,BROWSE,content_type,type_modifier,show
12674,PBS show about the Korean War at the battle of checking on,BROWSE,medium_name,channel,PBS
12675,Down town Abbey series,BROWSE,content_type,type_modifier,series
12676,Down town Abbey series,BROWSE,program_name,seriesmaster,Down town Abbey
12677,Top Gun news,BROWSE,content_type,type_modifier,news
12678,Top Gun news,BROWSE,program_name,movie,Top Gun
12679,Brazilian movies,BROWSE,locale_modifier,genre,Brazilian
12680,Brazilian movies,BROWSE,content_type,type_modifier,movies
12681,Videos of Marines,BROWSE,topic,,Marines
12682,Videos of Marines,BROWSE,content_type,type_modifier,Videos
12683,Videos about restoring and rebuilding Chevy pickups,BROWSE,topic,,restoring and rebuilding Chevy pickups
12684,Videos about restoring and rebuilding Chevy pickups,BROWSE,content_type,type_modifier,Videos
12685,Videos of dogs crying,BROWSE,topic,,dogs crying
12686,Videos of dogs crying,BROWSE,content_type,type_modifier,Videos
12687,All the free movies,BROWSE,content_type,type_modifier,movies
12688,All the free movies,BROWSE,cost_modifier,cost_modifier,free
12689,Movies about Vikings,BROWSE,topic,,Vikings
12690,Movies about Vikings,BROWSE,content_type,type_modifier,Movies
12691,Episode of Grace and Frankie where Grace gets stuck on the toilet,BROWSE,topic,,Grace gets stuck on the toilet
12692,Episode of Grace and Frankie where Grace gets stuck on the toilet,BROWSE,program_name,seriesmaster,Grace and Frankie
12693,Episode of Grace and Frankie where Grace gets stuck on the toilet,BROWSE,content_type,program-set_modifier,Episode
12694,Tubi Tubi movies,BROWSE,content_type,type_modifier,movies
12695,Tubi Tubi movies,BROWSE,medium_name,ott_app,Tubi
12696,Dolph London movies,BROWSE,content_type,type_modifier,movies
12697,Dolph London movies,BROWSE,person_name,person,Dolph London
12698,Burt rental movies,BROWSE,content_type,type_modifier,movies
12699,Burt rental movies,BROWSE,person_name,person,Burt rental
12700,Videos for cats to play,BROWSE,topic,,to play
12701,Videos for cats to play,BROWSE,viewer_type_species,species,cats
12702,Videos for cats to play,BROWSE,content_type,type_modifier,Videos
12703,Cannibal movies,BROWSE,content_type,type_modifier,movies
12704,Cannibal movies,BROWSE,topic,,Cannibal
12705,Princess shows,BROWSE,content_type,type_modifier,shows
12706,Princess shows,BROWSE,topic,,Princess
12707,Unicorn shows,BROWSE,content_type,type_modifier,shows
12708,Unicorn shows,BROWSE,topic,,Unicorn
12709,Video on United current news in quilt,BROWSE,topic,,United current news in quilt
12710,Video on United current news in quilt,BROWSE,content_type,type_modifier,Video
12711,Video of the year of the Yellowstone,BROWSE,topic,,the year of the Yellowstone
12712,Video of the year of the Yellowstone,BROWSE,content_type,type_modifier,Video
12713,Videos of cat Noir getting hurt,BROWSE,topic,,cat Noir getting hurt
12714,Videos of cat Noir getting hurt,BROWSE,content_type,type_modifier,Videos
12715,Videos of cat G.I. Joe,BROWSE,topic,,cat G.I. Joe
12716,Videos of cat G.I. Joe,BROWSE,content_type,type_modifier,Videos
12717,New pimple popping videos,BROWSE,temporal_modifier,air_modifier,New
12718,New pimple popping videos,BROWSE,topic,,pimple popping
12719,New pimple popping videos,BROWSE,content_type,type_modifier,videos
12720,Talk shows,BROWSE,genre_modifier,genre,Talk shows
12721,Videos of kids learning at school,BROWSE,topic,,kids learning at school
12722,Videos of kids learning at school,BROWSE,content_type,type_modifier,Videos
12723,Cop shows,BROWSE,content_type,type_modifier,shows
12724,Cop shows,BROWSE,topic,,Cop
12725,Videos of kids do you do with a,BROWSE,topic,,kids do you do with a
12726,Videos of kids do you do with a,BROWSE,content_type,type_modifier,Videos
12727,New York New Jersey news Pluto,BROWSE,locale_modifier,location_state,New Jersey
12728,New York New Jersey news Pluto,BROWSE,locale_modifier,location_state,New York
12729,New York New Jersey news Pluto,BROWSE,topic,,Pluto
12730,New York New Jersey news Pluto,BROWSE,content_type,type_modifier,news
12731,Wild 'n Out episode with that girl Leilei,BROWSE,person_name,person,that girl Leilei
12732,Wild 'n Out episode with that girl Leilei,BROWSE,content_type,program-set_modifier,episode
12733,Wild 'n Out episode with that girl Leilei,BROWSE,program_name,seriesmaster,Wild 'n Out
12734,Videos of the baby penguins at the Denver zoo Play,BROWSE,topic,,the baby penguins at the Denver zoo Play
12735,Videos of the baby penguins at the Denver zoo Play,BROWSE,content_type,type_modifier,Videos
12736,Movies on TCM,BROWSE,medium_name,channel,TCM
12737,Movies on TCM,BROWSE,content_type,type_modifier,Movies
12738,Starz TV shows,BROWSE,content_type,type_modifier,TV shows
12739,Starz TV shows,BROWSE,medium_name,channel,Starz
12740,Tyler Perry free movies,BROWSE,content_type,type_modifier,movies
12741,Tyler Perry free movies,BROWSE,cost_modifier,cost_modifier,free
12742,Tyler Perry free movies,BROWSE,person_name,person,Tyler Perry
12743,Sport movies,BROWSE,content_type,type_modifier,movies
12744,Sport movies,BROWSE,genre_modifier,genre,Sport
12745,Free Sylvester Stallone movies,BROWSE,content_type,type_modifier,movies
12746,Free Sylvester Stallone movies,BROWSE,person_name,person,Sylvester Stallone
12747,Free Sylvester Stallone movies,BROWSE,cost_modifier,cost_modifier,Free
12748,Leonardo DiCaprio movies,BROWSE,content_type,type_modifier,movies
12749,Leonardo DiCaprio movies,BROWSE,person_name,person,Leonardo DiCaprio
12750,Gary Cooper movies,BROWSE,content_type,type_modifier,movies
12751,Gary Cooper movies,BROWSE,person_name,person,Gary Cooper
12752,Tyler Perry shows,BROWSE,content_type,type_modifier,shows
12753,Tyler Perry shows,BROWSE,person_name,person,Tyler Perry
12754,Flicks movies,BROWSE,content_type,type_modifier,movies
12755,Flicks movies,BROWSE,medium_name,channel,Flicks
12756,Videos of older women wearing bikinis,BROWSE,topic,,older women wearing bikinis
12757,Videos of older women wearing bikinis,BROWSE,content_type,type_modifier,Videos
12758,Videos of muscles women men,BROWSE,topic,,muscles women men
12759,Videos of muscles women men,BROWSE,content_type,type_modifier,Videos
12760,Paul Newman free movies,BROWSE,person_name,person,Paul Newman
12761,Paul Newman free movies,BROWSE,cost_modifier,cost_modifier,free
12762,Paul Newman free movies,BROWSE,content_type,type_modifier,movies
12763,Diane Lane movies,BROWSE,person_name,person,Diane Lane
12764,Diane Lane movies,BROWSE,content_type,type_modifier,movies
12765,Olympics highlights,BROWSE,genre_modifier,genre,highlights
12766,Olympics highlights,BROWSE,topic,,Olympics
12767,Latino movies,BROWSE,locale_modifier,genre,Latino
12768,Latino movies,BROWSE,content_type,type_modifier,movies
12769,Asian movie,BROWSE,locale_modifier,genre,Asian
12770,Asian movie,BROWSE,content_type,type_modifier,movie
12771,Videos of SS sniper Wolf,BROWSE,topic,,SS sniper Wolf
12772,Videos of SS sniper Wolf,BROWSE,content_type,type_modifier,Videos
12773,Yahoo bird on the porch in the wooden box of Michigan State,BROWSE,topic,,bird on the porch in the wooden box of Michigan State
12774,Yahoo bird on the porch in the wooden box of Michigan State,BROWSE,medium_name,,Yahoo
12775,Free African movie,BROWSE,cost_modifier,cost_modifier,Free
12776,Free African movie,BROWSE,locale_modifier,genre,African
12777,Free African movie,BROWSE,content_type,type_modifier,movie
12778,Show me the free movies,BROWSE,content_type,type_modifier,movies
12779,Show me the free movies,BROWSE,cost_modifier,cost_modifier,free
12780,Videos of the member T. Rex,BROWSE,topic,,member
12781,Videos of the member T. Rex,BROWSE,group_name,band,T. Rex
12782,Videos of the member T. Rex,BROWSE,content_type,type_modifier,Videos
12783,Videos of muscular forearms and Women muscle bound,BROWSE,topic,,muscular forearms and Women muscle bound
12784,Videos of muscular forearms and Women muscle bound,BROWSE,content_type,type_modifier,Videos
12785,Buddy Holly movie,BROWSE,topic,,Buddy Holly
12786,Buddy Holly movie,BROWSE,content_type,type_modifier,movie
12787,Go to interviews in Grand Prix of Bahrain,BROWSE,topic,,Grand Prix of Bahrain
12788,Go to interviews in Grand Prix of Bahrain,BROWSE,content_type,type_modifier,interviews
12789,Videos of kids that are five,BROWSE,topic,,kids that are five
12790,Videos of kids that are five,BROWSE,content_type,type_modifier,Videos
12791,Videos about Little,BROWSE,topic,,Little
12792,Videos about Little,BROWSE,content_type,type_modifier,Videos
12793,Magnolia channel shows,BROWSE,content_type,type_modifier,shows
12794,Magnolia channel shows,BROWSE,medium_name,channel,Magnolia channel
12795,Nic Cage movies,BROWSE,content_type,type_modifier,movies
12796,Nic Cage movies,BROWSE,person_name,person,Nic Cage
12797,Paul Rudd movies,BROWSE,content_type,type_modifier,movies
12798,Paul Rudd movies,BROWSE,person_name,person,Paul Rudd
12799,Rihanna videos,BROWSE,content_type,type_modifier,videos
12800,Rihanna videos,BROWSE,person_name,person,Rihanna
12801,Australian movies,BROWSE,content_type,type_modifier,movies
12802,Australian movies,BROWSE,locale_modifier,genre,Australian
12803,All free new movies,BROWSE,content_type,type_modifier,movies
12804,All free new movies,BROWSE,temporal_modifier,air_modifier,new
12805,All free new movies,BROWSE,cost_modifier,cost_modifier,free
12806,Show me The Morning Show with Jennifer Aniston,BROWSE,person_name,person,Jennifer Aniston
12807,Show me The Morning Show with Jennifer Aniston,BROWSE,program_name,seriesmaster,The Morning Show
12808,The Moulin Rouge video with Christina Aguilera,BROWSE,person_name,person,Christina Aguilera
12809,The Moulin Rouge video with Christina Aguilera,BROWSE,content_type,type_modifier,video
12810,The Moulin Rouge video with Christina Aguilera,BROWSE,program_name,movie,The Moulin Rouge
12811,Videos of the attack of the Whales of January 6 of,BROWSE,topic,trending_news_topic,the attack of the Whales of January 6
12812,Videos of the attack of the Whales of January 6 of,BROWSE,content_type,type_modifier,Videos
12813,Most recent prophetic words to,BROWSE,topic,,prophetic words
12814,Most recent prophetic words to,BROWSE,temporal_modifier,air_modifier,Most recent
12815,Show me the last cowboy movie we were watching,BROWSE,watch_modifier,watch_modifier,we were watching
12816,Show me the last cowboy movie we were watching,BROWSE,genre_modifier,genre,cowboy
12817,Show me the last cowboy movie we were watching,BROWSE,content_type,type_modifier,movie
12818,Western Indian movies,BROWSE,content_type,type_modifier,movies
12819,Western Indian movies,BROWSE,genre_modifier,genre,Indian
12820,Western Indian movies,BROWSE,genre_modifier,genre,Western
12821,Little House on the Prairie the episode where Mary goes,BROWSE,topic,,Mary goes
12822,Little House on the Prairie the episode where Mary goes,BROWSE,content_type,program-set_modifier,episode
12823,Little House on the Prairie the episode where Mary goes,BROWSE,program_name,seriesmaster,Little House on the Prairie
12824,The action movies,BROWSE,content_type,type_modifier,movies
12825,The action movies,BROWSE,genre_modifier,genre,action
12826,2022 new movies,BROWSE,temporal_modifier,air_modifier,2022
12827,2022 new movies,BROWSE,temporal_modifier,air_modifier,new
12828,2022 new movies,BROWSE,content_type,type_modifier,movies
12829,Dramatic movies,BROWSE,genre_modifier,genre,Dramatic
12830,Dramatic movies,BROWSE,content_type,type_modifier,movies
12831,Raunchy movies,BROWSE,content_type,type_modifier,movies
12832,Raunchy movies,BROWSE,genre_modifier,genre,Raunchy
12833,Watergate movies,BROWSE,content_type,type_modifier,movies
12834,Watergate movies,BROWSE,topic,,Watergate
12835,Johnny Carson the Tonight Show with Marlon Brando,BROWSE,person_name,person,Marlon Brando
12836,Johnny Carson the Tonight Show with Marlon Brando,BROWSE,program_name,seriesmaster,Johnny Carson the Tonight Show
12837,The Cosby Show when do I have a big kids,BROWSE,topic,,when do I have a big kids
12838,The Cosby Show when do I have a big kids,BROWSE,program_name,seriesmaster,The Cosby Show
12839,Killer shows,BROWSE,content_type,type_modifier,shows
12840,Killer shows,BROWSE,topic,,Killer
12841,Michael John White movies,BROWSE,content_type,type_modifier,movies
12842,Michael John White movies,BROWSE,person_name,person,Michael John White
12843,Movies about witches,BROWSE,topic,,witches
12844,Movies about witches,BROWSE,content_type,type_modifier,Movies
12845,Allen Iverson document,BROWSE,genre_modifier,genre,document
12846,Allen Iverson document,BROWSE,topic,,Allen Iverson
12847,Videos of the boys Twenties boys bodybuilders strong muscle cars,BROWSE,topic,,the boys Twenties boys bodybuilders strong muscle cars
12848,Videos of the boys Twenties boys bodybuilders strong muscle cars,BROWSE,content_type,type_modifier,Videos
